permalink,company,numEmps,category,city,state,fundedDate,raisedAmt,raisedCurrency,round
engineyard,Engine Yard,60,web,San Francisco,CA,2008-07-13 12:00:00 -0400,15000000,USD,b
plymedia,PLYmedia,,web,Palo Alto,CA,2006-10-01 12:00:00 -0400,2500000,USD,a
plymedia,PLYmedia,,web,Palo Alto,CA,2008-07-01 12:00:00 -0400,6000000,USD,b
fabrik,fabrik,175,web,San Mateo,CA,2005-09-01 12:00:00 -0400,4100000,USD,a
fabrik,fabrik,175,web,San Mateo,CA,2006-06-01 12:00:00 -0400,8000000,USD,b
fabrik,fabrik,175,web,San Mateo,CA,2007-02-01 12:00:00 -0500,14300000,USD,c
fabrik,fabrik,175,web,San Mateo,CA,2007-05-01 12:00:00 -0400,24900000,USD,d
widgetbox,Widgetbox,,web,San Francisco,CA,2006-06-01 12:00:00 -0400,1500000,USD,angel
widgetbox,Widgetbox,,web,San Francisco,CA,2008-01-01 12:00:00 -0500,8000000,USD,b
widgetbox,Widgetbox,,web,San Francisco,CA,2007-06-01 12:00:00 -0400,5000000,USD,a
razorgator,RazorGator,,web,Los Angeles,CA,2005-03-01 12:00:00 -0500,26000000,USD,a
razorgator,RazorGator,,web,Los Angeles,CA,2006-03-01 12:00:00 -0500,22800000,USD,b
oversee,OverSee,150,web,Los Angeles,CA,2007-01-01 12:00:00 -0500,60000000,USD,debt_round
oversee,OverSee,150,web,Los Angeles,CA,2008-01-01 12:00:00 -0500,150000000,USD,a
zynga,Zynga,90,other,San Francisco,CA,2008-01-01 12:00:00 -0500,10000000,USD,a
zynga,Zynga,90,other,San Francisco,CA,2008-07-22 12:00:00 -0400,29000000,USD,b
smaato,Smaato,,web,San Mateo,CA,2008-01-01 12:00:00 -0500,3500000,USD,a
credit-karma,Credit Karma,4,web,San Francisco,CA,2007-05-01 12:00:00 -0400,750000,USD,angel
greenplum,Greenplum,,web,San Mateo,CA,2008-01-01 12:00:00 -0500,27000000,USD,c
greenplum,Greenplum,,web,San Mateo,CA,2007-02-01 12:00:00 -0500,15000000,USD,b
greenplum,Greenplum,,web,San Mateo,CA,2006-03-01 12:00:00 -0500,15000000,USD,a
greenplum,Greenplum,,web,San Mateo,CA,2007-02-01 12:00:00 -0500,4000000,USD,debt_round
amobee,Amobee,,web,Redwood City,CA,2006-11-01 12:00:00 -0500,5000000,USD,a
amobee,Amobee,,web,Redwood City,CA,2007-01-01 12:00:00 -0500,15000000,USD,b
webmynd,WebMynd,,web,San Francisco,CA,2008-07-01 12:00:00 -0400,250000,USD,angel
currenttv,Current Media,,web,San Francisco,CA,2005-07-29 12:00:00 -0400,15000000,USD,a
heroku,Heroku,3,web,San Francisco,CA,2008-01-01 12:00:00 -0500,20000,USD,seed
heroku,Heroku,3,web,San Francisco,CA,2008-05-08 12:00:00 -0400,3000000,USD,a
lookery,Lookery,9,web,San Francisco,CA,2008-02-07 12:00:00 -0500,900000,USD,seed
mill-river-labs,Mill River Labs,5,web,Mountain View,CA,2008-01-01 12:00:00 -0500,900000,USD,angel
grouptivity,Grouptivity,10,web,San Mateo,CA,2006-05-01 12:00:00 -0400,2000000,USD,angel
aductions,Aductions,5,web,San Jose,CA,2007-07-05 12:00:00 -0400,100000,USD,seed
venturebeat,VentureBeat,,web,,CA,2008-02-11 12:00:00 -0500,320000,USD,seed
collarity,Collarity,30,web,Palo Alto,CA,2008-02-01 12:00:00 -0500,7800000,USD,b
rocketon,RocketOn,,web,South San Francisco,CA,2008-02-01 12:00:00 -0500,5800000,USD,b
what-they-like,What They Like,10,web,San Francisco,CA,2007-08-29 12:00:00 -0400,990000,USD,a
gumgum,GumGum,5,web,Los Angeles,CA,2007-12-01 12:00:00 -0500,225000,USD,seed
gumgum,GumGum,5,web,Los Angeles,CA,2008-07-21 12:00:00 -0400,1000000,USD,a
snap-technologies,Snap Technologies,32,web,Pasadena,CA,2005-07-01 12:00:00 -0400,10000000,USD,a
twofish,TwoFish,,web,Redwood City,CA,2007-06-01 12:00:00 -0400,5000000,USD,a
three-rings,Three Rings,30,web,San Francisco,CA,2008-03-03 12:00:00 -0500,3500000,USD,a
smalltown,Smalltown,8,web,San Mateo,CA,2005-11-01 12:00:00 -0500,4000000,USD,a
sparkplay-media,Sparkplay Media,,web,Mill Valley,CA,2008-02-01 12:00:00 -0500,4250000,USD,a
mog,MOG,,web,Berkeley,CA,2007-03-01 12:00:00 -0500,1800000,USD,angel
mog,MOG,,web,Berkeley,CA,2008-04-29 12:00:00 -0400,2800000,USD,a
social-gaming-network,Social Gaming Network,,web,Palo Alto,CA,2008-05-13 12:00:00 -0400,15000000,USD,a
danger,Danger,,software,Palo Alto,CA,2001-10-01 12:00:00 -0400,36000000,USD,b
danger,Danger,,software,Palo Alto,CA,2003-02-01 12:00:00 -0500,35000000,USD,d
danger,Danger,,software,Palo Alto,CA,2004-07-01 12:00:00 -0400,37000000,USD,d
coverity,Coverity,,software,San Francisco,CA,2008-02-01 12:00:00 -0500,22000000,USD,a
genietown,GenieTown,8,web,Palo Alto,CA,2007-10-01 12:00:00 -0400,2000000,USD,a
redux,Redux,11,web,Berkeley,CA,2007-03-01 12:00:00 -0500,1650000,USD,seed
redux,Redux,11,web,Berkeley,CA,2008-04-07 12:00:00 -0400,6500000,USD,a
evernote,Evernote,,software,Sunnyvale,CA,2006-03-01 12:00:00 -0500,6000000,USD,angel
evernote,Evernote,,software,Sunnyvale,CA,2007-09-01 12:00:00 -0400,3000000,USD,angel
numobiq,Numobiq,,mobile,Pleasanton,CA,2008-02-08 12:00:00 -0500,4500000,USD,a
goldspot-media,GoldSpot Media,,mobile,Sunnyvale,CA,2008-01-23 12:00:00 -0500,3000000,USD,a
mobixell,Mobixell,,mobile,Cupertino,CA,2008-07-08 12:00:00 -0400,6000000,USD,a
ad-infuse,Ad Infuse,,mobile,San Francisco,CA,2008-01-23 12:00:00 -0500,12000000,USD,b
ad-infuse,Ad Infuse,,mobile,San Francisco,CA,2006-06-01 12:00:00 -0400,5000000,USD,a
sendme,SendMe,,mobile,San Francisco,CA,2006-12-01 12:00:00 -0500,6000000,USD,b
sendme,SendMe,,mobile,San Francisco,CA,2008-03-18 12:00:00 -0400,15000000,USD,c
tiny-pictures,Tiny Pictures,15,mobile,San Francisco,CA,2007-08-01 12:00:00 -0400,4000000,USD,a
tiny-pictures,Tiny Pictures,15,mobile,San Francisco,CA,2008-02-01 12:00:00 -0500,7200000,USD,b
flurry,flurry,,mobile,San Francisco,CA,2007-03-08 12:00:00 -0500,3500000,USD,a
sharpcast,Sharpcast,,,Palo Alto,CA,2006-03-08 12:00:00 -0500,13500000,USD,a
sharpcast,Sharpcast,,,Palo Alto,CA,2006-03-08 12:00:00 -0500,3000000,USD,b
teneros,Teneros,,software,Mountain View,CA,2004-07-01 12:00:00 -0400,7000000,USD,a
teneros,Teneros,,software,Mountain View,CA,2005-03-01 12:00:00 -0500,17500000,USD,b
teneros,Teneros,,software,Mountain View,CA,2006-04-01 12:00:00 -0500,20000000,USD,c
teneros,Teneros,,software,Mountain View,CA,2008-01-01 12:00:00 -0500,40000000,USD,d
photocrank,PhotoCrank,3,web,Palo Alto,CA,2007-04-01 12:00:00 -0400,250000,USD,seed
yodlee,Yodlee,,web,Redwood City,CA,2008-06-04 12:00:00 -0400,35000000,USD,unattributed
sliderocket,SlideRocket,5,web,San Francisco,CA,2007-12-31 00:00:00 -0500,2000000,USD,a
surf-canyon,Surf Canyon,3,software,Oakland,CA,2007-07-31 00:00:00 -0400,250000,USD,seed
surf-canyon,Surf Canyon,3,software,Oakland,CA,2008-05-08 12:00:00 -0400,600000,USD,seed
central-desktop,Central Desktop,,web,Pasadena,CA,2008-04-16 12:00:00 -0400,7000000,USD,a
opendns,OpenDNS,15,web,San Francisco,CA,2006-06-01 12:00:00 -0400,2000000,USD,a
coveo,Coveo,,web,Palo Alto,CA,2008-03-06 12:00:00 -0500,2500000,USD,a
vizu,Vizu,,web,San Francisco,CA,2006-02-20 12:00:00 -0500,1000000,USD,a
vizu,Vizu,,web,San Francisco,CA,2007-01-31 00:00:00 -0500,2900000,USD,b
taltopia,Taltopia,,web,Los Angeles,CA,2008-03-08 12:00:00 -0500,800000,USD,angel
kapow-technologies,Kapow Technologies,,web,Palo Alto,CA,2008-03-06 12:00:00 -0500,11600000,USD,c
kapow-technologies,Kapow Technologies,,web,Palo Alto,CA,2005-02-01 12:00:00 -0500,5100000,EUR,b
programmermeetdesigner-com,ProgrammerMeetDesigner.com,4,web,Los Angeles,CA,2007-12-12 12:00:00 -0500,500000,USD,seed
liveops,LiveOps,,web,Santa Clara,CA,2004-04-01 12:00:00 -0500,22000000,USD,b
liveops,LiveOps,,web,Santa Clara,CA,2007-02-13 12:00:00 -0500,28000000,USD,c
clickpass,Clickpass,,web,San Francisco,CA,2007-06-01 12:00:00 -0400,20000,USD,seed
searchme,SearchMe,52,web,Mountain View,CA,2005-07-01 12:00:00 -0400,400000,USD,a
searchme,SearchMe,52,web,Mountain View,CA,2006-01-01 12:00:00 -0500,3600000,USD,b
searchme,SearchMe,52,web,Mountain View,CA,2007-06-01 12:00:00 -0400,12000000,USD,c
searchme,SearchMe,52,web,Mountain View,CA,2007-10-01 12:00:00 -0400,15000000,USD,d
searchme,SearchMe,52,web,Mountain View,CA,2008-05-01 12:00:00 -0400,12600000,USD,e
accountnow,AccountNow,,web,San Ramon,CA,2007-06-29 12:00:00 -0400,12750000,USD,c
dailystrength,DailyStrength,14,web,Los Angeles,CA,2007-05-18 12:00:00 -0400,4000000,USD,a
popularmedia,PopularMedia,,web,San Francisco,CA,2007-03-01 12:00:00 -0500,4250000,USD,unattributed
popularmedia,PopularMedia,,web,San Francisco,CA,2008-07-28 12:00:00 -0400,8000000,USD,c
clarizen,Clarizen,5,web,San Mateo,CA,2008-05-01 12:00:00 -0400,9000000,USD,b
sellpoint,SellPoint,,web,San Ramon,CA,2008-02-27 12:00:00 -0500,7000000,USD,a
livedeal,LiveDeal,,web,Santa Clara,CA,2005-10-26 12:00:00 -0400,4900000,USD,a
neoedge-networks,NeoEdge Networks,,web,Mountain View,CA,2007-06-08 12:00:00 -0400,3000000,USD,b
zuora,Zuora,30,web,Redwood City,CA,2008-03-13 12:00:00 -0400,6500000,USD,a
jivox,Jivox,,web,San Mateo,CA,2008-03-10 12:00:00 -0400,2700000,USD,seed
jivox,Jivox,,web,San Mateo,CA,2008-06-16 12:00:00 -0400,10700000,USD,a
elastra,Elastra,,,San Francisco,CA,2007-08-15 12:00:00 -0400,2600000,USD,a
kwiry,kwiry,3,mobile,San Francisco,CA,2007-03-20 12:00:00 -0400,1000000,USD,a
supplyframe,SupplyFrame,25,web,Pasadena,CA,2007-06-21 12:00:00 -0400,7000000,USD,b
inmage-systems,InMage Systems,,software,Santa Clara,CA,2007-07-10 12:00:00 -0400,10000000,USD,b
authenticlick,Authenticlick,20,web,Los Angeles,CA,2006-02-01 12:00:00 -0500,5000000,USD,a
interneer,Interneer,6,web,Agoura Hills,CA,2007-06-06 12:00:00 -0400,2000000,USD,angel
interneer,Interneer,6,web,Agoura Hills,CA,2007-03-11 12:30:00 -0400,1200000,USD,a
handipoints,Handipoints,,web,Oakland,CA,2007-05-02 12:00:00 -0400,250000,USD,seed
handipoints,Handipoints,,web,Oakland,CA,2008-05-02 12:00:00 -0400,550000,USD,angel
adconion-media-group,Adconion Media Group,150,web,Santa Monica,CA,2008-02-24 12:00:00 -0500,80000000,USD,c
zend-technologies,Zend Technologies,,,Cupertino,CA,2006-08-28 12:00:00 -0400,20000000,USD,d
zend-technologies,Zend Technologies,,,Cupertino,CA,2004-07-19 12:00:00 -0400,8000000,USD,c
slideshare,SlideShare,10,web,San Francisco,CA,2008-05-07 12:00:00 -0400,3000000,USD,a
intent,Intent,6,web,Santa Monica,CA,2008-02-01 12:00:00 -0500,250000,USD,angel
wikimedia-foundation,Wikimedia Foundation,,web,San Francisco,CA,2008-03-25 12:00:00 -0400,3000000,USD,unattributed
clearwell-systems,Clearwell Systems,75,software,Mountain View,CA,2007-08-22 12:00:00 -0400,17000000,USD,c
become,Become,,web,Mountain View,CA,2008-03-25 12:00:00 -0400,17500000,USD,c
become,Become,,web,Mountain View,CA,2008-07-17 12:00:00 -0400,8000000,USD,d
bubble-motion,Bubble Motion,,mobile,Mountain View,CA,2008-03-26 12:00:00 -0400,14000000,USD,b
bubble-motion,Bubble Motion,,mobile,Mountain View,CA,2006-09-11 12:00:00 -0400,10000000,USD,a
perfect-market,Perfect Market,,web,Pasadena,CA,2008-07-09 12:00:00 -0400,15600000,USD,a
glassdoor,Glassdoor,12,web,Sausalito,CA,2008-03-27 12:00:00 -0400,3000000,USD,b
support-space,Support Space,,web,Redwood City,CA,2006-10-24 12:00:00 -0400,4250000,USD,a
xoopit,Xoopit,,web,San Francisco,CA,2006-12-01 12:00:00 -0500,1500000,USD,angel
xoopit,Xoopit,,web,San Francisco,CA,2008-04-02 12:00:00 -0400,5000000,USD,a
reality-digital,Reality Digital,,software,San Francisco,CA,2005-11-01 12:00:00 -0500,2000000,USD,a
reality-digital,Reality Digital,,software,San Francisco,CA,2008-03-31 00:00:00 -0400,6300000,USD,b
cloud9-analytics,Cloud9 Analytics,,web,San Mateo,CA,2007-07-25 12:00:00 -0400,5000000,USD,a
netcipia,Netcipia,3,web,Palo Alto,CA,2007-08-30 12:00:00 -0400,200000,USD,angel
icontrol,iControl,,web,Palo Alto,CA,2008-04-02 12:00:00 -0400,15500000,USD,b
icontrol,iControl,,web,Palo Alto,CA,2006-04-26 12:00:00 -0400,5000000,USD,a
frengo,Frengo,,web,San Mateo,CA,2006-12-01 12:00:00 -0500,2300000,USD,a
frengo,Frengo,,web,San Mateo,CA,2007-05-03 12:00:00 -0400,5700000,USD,b
mblox,mBlox,,mobile,Sunnyvale,CA,2006-02-23 12:00:00 -0500,25000000,USD,d
mblox,mBlox,,mobile,Sunnyvale,CA,2005-03-09 12:00:00 -0500,7500000,USD,c
mblox,mBlox,,mobile,Sunnyvale,CA,2004-07-09 12:00:00 -0400,10000000,USD,b
mblox,mBlox,,mobile,Sunnyvale,CA,2008-01-28 12:00:00 -0500,22000000,USD,e
esolar,eSolar,10,hardware,Pasadena,CA,2008-01-17 12:00:00 -0500,10000000,USD,a
esolar,eSolar,10,hardware,Pasadena,CA,2008-04-21 12:00:00 -0400,130000000,USD,b
marin-software,Marin Software,,software,San Francisco,CA,2006-10-05 12:00:00 -0400,2000000,USD,a
marin-software,Marin Software,,software,San Francisco,CA,2008-04-09 12:00:00 -0400,7250000,USD,b
sibeam,SiBEAM,,hardware,Sunnyvale,CA,2004-12-01 12:00:00 -0500,1250000,USD,seed
sibeam,SiBEAM,,hardware,Sunnyvale,CA,2005-05-01 12:00:00 -0400,15000000,USD,a
sibeam,SiBEAM,,hardware,Sunnyvale,CA,2006-08-01 12:00:00 -0400,21000000,USD,b
sibeam,SiBEAM,,hardware,Sunnyvale,CA,2008-04-07 12:00:00 -0400,40000000,USD,c
lumosity,Lumos Labs,,web,San Francisco,CA,2007-06-11 12:00:00 -0400,400000,USD,angel
lumosity,Lumos Labs,,web,San Francisco,CA,2008-06-03 12:00:00 -0400,3000000,USD,a
irise,iRise,150,software,El Segundo,CA,2008-03-01 12:00:00 -0500,20000000,USD,unattributed
richrelevance,richrelevance,,web,San Francisco,CA,2008-04-08 12:00:00 -0400,4200000,USD,b
labmeeting,Labmeeting,,web,,CA,2008-05-01 12:00:00 -0400,500000,USD,seed
shopflick,Shopflick,10,web,Los Angeles,CA,2008-03-15 12:00:00 -0400,1000000,USD,angel
shopflick,Shopflick,10,web,Los Angeles,CA,2008-07-01 12:00:00 -0400,7000000,USD,a
turnhere,TurnHere,35,web,Emeryville,CA,2008-02-15 12:00:00 -0500,7500000,USD,a
turnhere,TurnHere,35,web,Emeryville,CA,2006-11-01 12:00:00 -0500,1100000,USD,seed
coupa,Coupa,,web,Foster City,CA,2007-03-13 12:00:00 -0400,1500000,USD,a
coupa,Coupa,,web,Foster City,CA,2008-04-09 12:00:00 -0400,6000000,USD,b
squaretrade,SquareTrade,,hardware,San Francisco,CA,1999-10-01 12:00:00 -0400,400000,USD,seed
squaretrade,SquareTrade,,hardware,San Francisco,CA,2008-04-10 12:00:00 -0400,9000000,USD,b
v-enable,V-Enable,,mobile,San Diego,CA,2006-02-28 12:00:00 -0500,6000000,USD,c
v-enable,V-Enable,,mobile,San Diego,CA,2003-09-21 12:00:00 -0400,3750000,USD,b
aeria,Aeria,,web,Santa Clara,CA,2007-10-01 12:00:00 -0400,288000,USD,seed
heysan,Heysan,6,mobile,San Francisco,CA,2007-01-24 12:00:00 -0500,20000,USD,seed
memeo,Memeo,,software,Aliso Viejo,CA,2008-01-07 12:00:00 -0500,8100000,USD,b
imageshack,imageshack,,web,Los Gatos,CA,2007-05-01 12:00:00 -0400,10000000,USD,a
pluggedin,PluggedIn,,,Santa Monica,CA,2008-04-15 12:00:00 -0400,2000000,USD,unattributed
cellspin,CellSpin,12,mobile,San Jose,CA,2006-12-01 12:00:00 -0500,1100000,USD,angel
remixation,Remixation,5,web,San Francisco,CA,2007-07-01 12:00:00 -0400,1000000,USD,a
the-auteurs,The Auteurs,9,web,Palo Alto,CA,2007-08-01 12:00:00 -0400,750000,USD,a
modern-feed,Modern Feed,,web,Los Angeles,CA,2007-04-01 12:00:00 -0400,3000000,USD,seed
grou-ps,GROU.PS,,web,San Francisco,CA,2008-06-01 12:00:00 -0400,1100000,USD,a
triggit,Triggit,5,web,San Francisco,CA,2007-03-01 12:00:00 -0500,350000,USD,seed
triggit,Triggit,5,web,San Francisco,CA,2007-07-01 12:00:00 -0400,500000,USD,angel
serious-business,Serious Business,6,web,San Francisco,CA,2008-04-25 12:00:00 -0400,4000000,USD,unattributed
presdo,Presdo,1,web,Mountain View,CA,2007-12-01 12:00:00 -0500,35000,USD,seed
nile-guide,Nile Guide,,web,San Francisco,CA,2008-06-05 12:00:00 -0400,8000000,USD,b
adify,Adify,10,web,San Bruno,CA,2006-08-01 12:00:00 -0400,8000000,USD,a
adify,Adify,10,web,San Bruno,CA,2007-04-18 12:00:00 -0400,19000000,USD,b
invensense,Invensense,,hardware,Sunnyvale,CA,2008-04-28 12:00:00 -0400,19000000,USD,c
centerd,Center'd,,web,Menlo Park,CA,2007-02-01 12:00:00 -0500,1000000,USD,angel
centerd,Center'd,,web,Menlo Park,CA,2007-10-01 12:00:00 -0400,5500000,USD,a
centerd,Center'd,,web,Menlo Park,CA,2007-05-01 12:00:00 -0400,500000,USD,debt_round
new-relic,New Relic,,web,,CA,2008-04-01 12:00:00 -0400,3500000,USD,a
gridstone-research,Gridstone Research,,software,San Mateo,CA,2008-04-04 12:00:00 -0400,10000000,USD,b
fusionops,FusionOps,10,software,Sunnyvale,CA,2005-03-01 12:00:00 -0500,4000000,USD,a
marketlive,MarketLive,,software,Foster City,CA,2008-05-05 12:00:00 -0400,20000000,USD,e
snaplogic,SnapLogic,,software,San Mateo,CA,2007-05-22 12:00:00 -0400,2500000,USD,a
boardwalktech,Boardwalktech,20,software,Palo Alto,CA,2006-10-01 12:00:00 -0400,500000,USD,angel
rosum,Rosum,,hardware,Mountain View,CA,2008-04-15 12:00:00 -0400,15000000,USD,b
citizenhawk,CitizenHawk,,,Aliso Viejo,CA,2008-05-12 12:00:00 -0400,3000000,USD,unattributed
dilithium-networks,Dilithium Networks,,web,Petaluma,CA,2003-04-23 12:00:00 -0400,10000000,USD,b
dilithium-networks,Dilithium Networks,,web,Petaluma,CA,2005-03-14 12:00:00 -0500,18000000,USD,c
dilithium-networks,Dilithium Networks,,web,Petaluma,CA,2007-07-03 12:00:00 -0400,33000000,USD,d
passenger,Passenger,,,Los Angeles,CA,2007-11-05 12:00:00 -0500,8300000,USD,b
passenger,Passenger,,,Los Angeles,CA,2008-03-14 12:00:00 -0400,12200000,USD,c
experience-project,Experience Project,,web,San Francisco,CA,2008-05-13 12:00:00 -0400,3000000,USD,a
mozes,Mozes,,web,Palo Alto,CA,2007-02-22 12:00:00 -0500,5000000,USD,a
mozes,Mozes,,web,Palo Alto,CA,2008-05-01 12:00:00 -0400,11500000,USD,b
rvita,rVita,6,software,Santa Clara,CA,2007-10-01 12:00:00 -0400,1000000,USD,angel
mefeedia,Mefeedia,6,web,Burbank,CA,2008-03-19 12:00:00 -0400,250000,USD,angel
wavemaker-software,Wavemaker Software,,software,San Francisco,CA,2008-04-15 12:00:00 -0400,4500000,USD,a
virtuallogix,VirtualLogix,,software,Sunnyvale,CA,2007-07-11 12:00:00 -0400,16000000,USD,b
fonemesh,Fonemesh,7,software,San Francisco,CA,2008-06-01 12:00:00 -0400,100000,USD,angel
fonemesh,Fonemesh,7,software,San Francisco,CA,2008-05-01 12:00:00 -0400,150000,USD,seed
cognition-technologies,Cognition Technologies,20,software,Culver City,CA,2008-07-15 12:00:00 -0400,2700000,USD,unattributed
sometrics,Sometrics,,web,Los Angeles,CA,2008-05-14 12:00:00 -0400,1000000,USD,a
socialvibe,SocialVibe,,web,Los Angeles,CA,2007-12-01 12:00:00 -0500,4200000,USD,a
deviantart,deviantART,,web,Hollywood,CA,2007-06-21 12:00:00 -0400,3500000,USD,a
mythings,MyThings,,web,Menlo Park,CA,2006-04-01 12:00:00 -0500,8000000,USD,a
mywaves,mywaves,35,mobile,Sunnyvale,CA,2006-12-08 12:00:00 -0500,6000000,USD,a
litescape,litescape,,web,Redwood Shores,CA,2007-08-06 12:00:00 -0400,14000000,USD,b
nextbio,nextbio,,,Cupertino,CA,2007-06-06 12:00:00 -0400,7000000,USD,b
parascale,Parascale,,software,Cupertino,CA,2008-06-23 12:00:00 -0400,11370000,USD,a
row44,Row44,,hardware,Westlake Village,CA,2008-05-20 12:00:00 -0400,21000000,USD,a
jellycloud,JellyCloud,,web,Redwood City,CA,2008-05-16 12:00:00 -0400,6600000,USD,a
aster-data-systems,Aster Data Systems,50,software,Redwood City,CA,2005-11-01 12:00:00 -0500,1000000,USD,angel
aster-data-systems,Aster Data Systems,50,software,Redwood City,CA,2007-05-01 12:00:00 -0400,5000000,USD,a
pixim,Pixim,,hardware,Mountain View,CA,2007-03-07 12:00:00 -0500,15000000,USD,b
pixim,Pixim,,hardware,Mountain View,CA,2005-06-09 12:00:00 -0400,12000000,USD,a
pixim,Pixim,,hardware,Mountain View,CA,2007-06-12 12:00:00 -0400,5100000,USD,b
funambol,Funambol,,mobile,Redwood City,CA,2005-08-08 12:00:00 -0400,5000000,USD,a
funambol,Funambol,,mobile,Redwood City,CA,2006-12-01 12:00:00 -0500,5500000,USD,a
funambol,Funambol,,mobile,Redwood City,CA,2008-06-17 12:00:00 -0400,12500000,USD,b
funambol,Funambol,,mobile,Redwood City,CA,2008-06-01 12:00:00 -0400,2000000,USD,debt_round
moblyng,Moblyng,,web,Menlo Park,CA,2008-05-21 12:00:00 -0400,5700000,USD,b
moblyng,Moblyng,,web,Menlo Park,CA,2007-03-28 12:00:00 -0400,1530000,USD,a
zecter,Zecter,3,web,Mountain View,CA,2007-06-01 12:00:00 -0400,15000,USD,seed
votigo,Votigo,,web,Emeryville,CA,2007-12-31 00:00:00 -0500,1265000,USD,a
zinio,Zinio,,web,San Francisco,CA,2005-09-12 12:00:00 -0400,7000000,USD,a
dreamfactory,Dreamfactory,,web,Mountain View,CA,2006-05-08 12:00:00 -0400,5800000,USD,a
greennote,GreenNote,15,web,Redwood City,CA,2007-10-01 12:00:00 -0400,4200000,USD,a
skyfire,Skyfire,,software,Mountain View,CA,2007-06-01 12:00:00 -0400,4800000,USD,a
skyfire,Skyfire,,software,Mountain View,CA,2008-05-28 12:00:00 -0400,13000000,USD,b
edufire,eduFire,,web,Santa Monica,CA,2008-04-09 12:00:00 -0400,400000,USD,angel
b-hive-networks,B-hive Networks,,software,San Mateo,CA,2006-08-25 12:00:00 -0400,7000000,USD,a
vmware,VMware,5000,,Palo Alto,CA,2007-07-30 12:00:00 -0400,150000000,USD,unattributed
katalyst-media,Katalyst Media,11,,Los Angeles,CA,2008-01-28 12:00:00 -0500,10000000,USD,a
neurovigil,NeuroVigil,5,biotech,La Jolla,CA,2008-05-30 12:00:00 -0400,250000,USD,seed
sylantro,Sylantro,,web,Campbell,CA,2006-04-01 12:00:00 -0500,11000000,USD,e
sylantro,Sylantro,,web,Campbell,CA,2003-11-01 12:00:00 -0500,4500000,USD,d
sylantro,Sylantro,,web,Campbell,CA,"",55000000,USD,c
teleflip,TeleFlip,,mobile,Santa Monica,CA,2008-01-01 12:00:00 -0500,4900000,USD,b
vidshadow,Vidshadow,16,web,Placentia,CA,2007-02-15 12:00:00 -0500,2000000,USD,a
jigsaw,Jigsaw,,web,San Mateo,CA,2003-12-01 12:00:00 -0500,750000,USD,a
jigsaw,Jigsaw,,web,San Mateo,CA,2004-09-01 12:00:00 -0400,5200000,USD,b
jigsaw,Jigsaw,,web,San Mateo,CA,2006-03-01 12:00:00 -0500,12000000,USD,c
ozmo-devices,Ozmo Devices,,hardware,Palo Alto,CA,2006-03-30 12:00:00 -0500,12550000,USD,a
cooliris,Cooliris,,web,Menlo Park,CA,2007-07-01 12:00:00 -0400,3000000,USD,a
gamook,Gamook,,web,Menlo Park,CA,2008-03-16 12:00:00 -0400,1500000,USD,a
vindicia,Vindicia,,web,Redwood City,CA,2008-03-31 00:00:00 -0400,5600000,USD,c
dizzywood,Dizzywood,,web,,CA,2008-02-07 12:00:00 -0500,1000000,USD,a
limbo,Limbo,37,web,Burlingame,CA,2007-04-25 12:00:00 -0400,8000000,USD,b
startforce,StartForce,21,web,San Francisco,CA,2007-09-01 12:00:00 -0400,1000000,USD,a
coolearth,coolearth,9,cleantech,Livermore,CA,2008-02-20 12:00:00 -0500,21000000,USD,a
coolearth,coolearth,9,cleantech,Livermore,CA,2007-06-01 12:00:00 -0400,1000000,USD,angel
yield-software,Yield Software,,web,San Mateo,CA,2008-06-04 12:00:00 -0400,6000000,USD,b
tapulous,Tapulous,9,web,Palo Alto,CA,2008-07-01 12:00:00 -0400,1800000,USD,angel
codefast,Codefast,,software,San Jose,CA,2005-03-15 12:00:00 -0500,6500000,USD,a
hyperic,Hyperic,,web,San Francisco,CA,2006-05-10 12:00:00 -0400,3800000,USD,a
ipling-2,iPling :)),7,mobile,San Francisco,CA,2008-03-01 12:00:00 -0500,300000,USD,angel
intacct,Intacct,100,software,San Jose,CA,2008-04-29 12:00:00 -0400,15000000,USD,unattributed
intacct,Intacct,100,software,San Jose,CA,2007-06-27 12:00:00 -0400,14000000,USD,unattributed
vivaty,Vivaty,25,web,Menlo Park,CA,2007-08-01 12:00:00 -0400,9400000,USD,a
aurora-biofuels,Aurora Biofuels,,cleantech,Alameda,CA,2008-06-10 12:00:00 -0400,20000000,USD,b
eeye,eEye,,,Irvine,CA,2004-06-01 12:00:00 -0400,15000000,USD,d
eeye,eEye,,,Irvine,CA,2002-12-01 12:00:00 -0500,9000000,USD,c
allbusiness-com,AllBusiness.com,50,other,San Francisco,CA,2004-07-01 12:00:00 -0400,10000000,USD,b
allbusiness-com,AllBusiness.com,50,other,San Francisco,CA,2006-02-01 12:00:00 -0500,12400000,USD,c
insideview,InsideView,40,software,San Francisco,CA,2007-06-01 12:00:00 -0400,7400000,USD,a
clickability,Clickability,,software,San Francisco,CA,2008-07-14 12:00:00 -0400,3500000,USD,debt_round
keibi-technologies,Keibi Technologies,30,software,San Francisco,CA,2007-05-01 12:00:00 -0400,5000000,USD,b
robodynamics,RoboDynamics,5,hardware,Santa Monica,CA,2003-09-01 12:00:00 -0400,100000,USD,seed
robodynamics,RoboDynamics,5,hardware,Santa Monica,CA,2006-05-01 12:00:00 -0400,500000,USD,angel
